City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
121,Saskylakh,71.9167,114.0833,-26.55,98,68,7.56,RU,2022-02-17 02:12:12
122,Beloha,-25.1667,45.05,71.11,82,0,8.03,MG,2022-02-17 02:16:22
123,Grenada,37.1882,-3.6067,52.2,93,0,2.3,ES,2022-02-17 02:16:23
124,Severo-Kurilsk,50.6789,156.125,29.25,88,100,7.05,RU,2022-02-17 02:11:57
125,Katsuura,35.1333,140.3,44.71,41,100,11.54,JP,2022-02-17 02:09:13
126,Yumen,40.2833,97.2,17.64,50,100,16.2,CN,2022-02-17 02:16:24
127,Mar Del Plata,-38.0023,-57.5575,66.09,74,40,23.0,AR,2022-02-17 02:09:10
128,Ilulissat,69.2167,-51.1,3.22,78,75,16.11,GL,2022-02-17 02:13:22
129,Puerto Escondido,15.85,-97.0667,81.43,78,20,0.0,MX,2022-02-17 02:16:25
130,La Ronge,55.1001,-105.2842,-19.41,98,60,4.99,CA,2022-02-17 02:13:05
131,Chokurdakh,70.6333,147.9167,-30.17,100,20,2.35,RU,2022-02-17 02:12:49
132,Prescott,34.54,-112.4685,42.89,60,100,17.27,US,2022-02-17 02:16:25
133,Iquique,-20.2208,-70.1431,68.59,74,54,1.23,CL,2022-02-17 02:13:58
134,Tabou,4.423,-7.3528,79.02,88,100,6.02,CI,2022-02-17 02:13:49
135,Araouane,18.9048,-3.5265,62.17,26,2,12.97,ML,2022-02-17 02:16:26
136,Carutapera,-1.195,-46.02,76.28,89,96,4.03,BR,2022-02-17 02:13:41
137,Marmaris,36.855,28.2742,49.98,62,93,4.23,TR,2022-02-17 02:16:27
138,Quatre Cocos,-20.2078,57.7625,78.91,83,97,16.35,MU,2022-02-17 02:13:40
139,Burns Lake,54.2331,-125.7533,33.22,96,100,2.42,CA,2022-02-17 02:16:27
140,Puerto Madryn,-42.7692,-65.0385,61.48,50,5,13.98,AR,2022-02-17 02:16:28
141,Bathsheba,13.2167,-59.5167,77.61,69,20,24.16,BB,2022-02-17 02:12:10
142,Natal,-5.795,-35.2094,79.45,83,20,4.61,BR,2022-02-17 02:09:49
143,Orocue,4.7912,-71.3354,84.72,39,22,6.85,CO,2022-02-17 02:16:29
144,Akureyri,65.6835,-18.0878,30.13,80,75,9.22,IS,2022-02-17 02:16:29
145,Bergama,39.1207,27.1805,38.43,59,99,1.41,TR,2022-02-17 02:16:29
146,Atasu,48.6814,71.6433,-12.53,99,46,3.58,KZ,2022-02-17 02:16:30
147,Port Moresby,-9.4431,147.1797,90.82,58,40,11.5,PG,2022-02-17 02:16:30
148,Kaoma,-14.7833,24.8,62.28,98,100,4.79,ZM,2022-02-17 02:16:31
149,Rio De Janeiro,-22.9028,-43.2075,76.96,80,0,5.75,BR,2022-02-17 02:15:05
150,Melfort,52.8667,-104.6177,-14.04,69,59,6.91,CA,2022-02-17 02:16:32
151,Cabedelo,-6.9811,-34.8339,79.47,71,27,9.73,BR,2022-02-17 02:12:17
152,Klaksvik,62.2266,-6.589,36.52,77,100,21.92,FO,2022-02-17 02:11:59
153,Caravelas,-17.7125,-39.2481,76.32,87,100,4.12,BR,2022-02-17 02:11:47
154,Porto Belo,-27.1578,-48.5531,76.95,73,5,3.18,BR,2022-02-17 02:16:32
155,Avera,33.194,-82.5271,61.72,66,68,12.39,US,2022-02-17 02:13:04
156,Kerema,-7.9631,145.7785,85.6,63,79,7.34,PG,2022-02-17 02:16:33
157,Winnemucca,40.973,-117.7357,37.45,56,75,0.0,US,2022-02-17 02:16:33
158,Hithadhoo,-0.6,73.0833,82.29,74,100,15.14,MV,2022-02-17 02:14:05
159,Whitley Bay,55.0397,-1.4471,43.29,74,20,27.63,GB,2022-02-17 02:16:34
160,Bairnsdale,-37.8333,147.6167,74.7,73,100,4.32,AU,2022-02-17 02:16:35
161,Bontang,0.1333,117.5,82.38,73,80,5.95,ID,2022-02-17 02:16:35
162,Zhongxing,33.7039,118.6792,33.62,47,100,15.86,CN,2022-02-17 02:16:36
163,Faanui,-16.4833,-151.75,81.39,72,14,14.05,PF,2022-02-17 02:13:40
164,Tual,-5.6667,132.75,81.97,71,78,4.5,ID,2022-02-17 02:16:36
165,Carnarvon,-24.8667,113.6333,92.39,37,68,14.85,AU,2022-02-17 02:12:47
166,Talaya,61.3833,152.75,-16.29,94,100,5.48,RU,2022-02-17 02:16:37
167,San Quintin,30.4833,-115.95,57.15,73,8,12.26,MX,2022-02-17 02:16:38
168,De Aar,-30.6497,24.0123,64.26,68,0,10.49,ZA,2022-02-17 02:16:38
169,Aksay,47.26,39.87,32.25,82,64,3.0,RU,2022-02-17 02:09:08
170,Gavle,60.6745,17.1417,33.37,95,95,4.0,SE,2022-02-17 02:16:39
171,Bukama,-9.2,25.85,66.74,99,100,0.34,CD,2022-02-17 02:16:39
172,Ossora,59.2353,163.0719,7.65,91,100,7.81,RU,2022-02-17 02:16:40
173,San Rafael,-34.6177,-68.3301,73.49,22,0,6.17,AR,2022-02-17 02:16:40
174,Cockburn Town,21.4612,-71.1419,77.43,81,91,21.92,TC,2022-02-17 02:16:41
175,Guerrero Negro,27.9769,-114.0611,58.82,63,0,17.85,MX,2022-02-17 02:10:10
176,Pak Phanang,8.3511,100.202,77.02,92,100,10.74,TH,2022-02-17 02:16:41
177,Krasnoselkup,65.7,82.4667,-1.07,97,100,9.08,RU,2022-02-17 02:16:42
178,Saint-Georges,12.0564,-61.7485,77.58,74,50,19.75,GD,2022-02-17 02:16:42
179,Abu Samrah,35.3029,37.1841,45.28,88,100,3.85,SY,2022-02-17 02:14:59
180,Honningsvag,70.9821,25.9704,28.33,68,88,15.1,NO,2022-02-17 02:16:43
181,Torbay,47.6666,-52.7314,13.75,78,12,4.0,CA,2022-02-17 02:12:04
182,Tanout,14.9709,8.8879,68.9,13,0,10.69,NE,2022-02-17 02:16:43
183,Goderich,43.7501,-81.7165,46.9,70,100,23.02,CA,2022-02-17 02:16:44
184,Yar-Sale,66.8333,70.8333,-2.99,97,100,12.06,RU,2022-02-17 02:13:14
185,Palu,-0.8917,119.8707,86.22,65,100,1.72,ID,2022-02-17 02:16:44
186,Charyshskoye,51.3978,83.5598,0.57,88,100,5.01,RU,2022-02-17 02:16:45
187,Elista,46.3078,44.2558,32.58,92,100,8.99,RU,2022-02-17 02:16:45
188,Sitka,57.0531,-135.33,44.49,93,100,9.22,US,2022-02-17 02:11:59
189,Kenai,60.5544,-151.2583,39.29,93,0,19.57,US,2022-02-17 02:14:55
190,Esperance,-33.8667,121.9,69.73,60,59,6.91,AU,2022-02-17 02:14:15
191,Homer,59.6425,-151.5483,39.07,93,100,11.5,US,2022-02-17 02:16:46
192,Mount Isa,-20.7333,139.5,94.77,29,4,9.22,AU,2022-02-17 02:16:46
193,Karasburg,-28.0167,18.75,72.41,69,100,5.32,NA,2022-02-17 02:16:47
194,Cabo Rojo,18.0866,-67.1457,77.79,85,32,10.36,PR,2022-02-17 02:16:47
195,Volkach,49.8667,10.2333,54.52,81,100,8.99,DE,2022-02-17 02:16:48
196,Rawson,-43.3002,-65.1023,60.12,51,6,13.69,AR,2022-02-17 02:11:28
197,Mega,4.05,38.3,63.45,47,51,5.12,ET,2022-02-17 02:16:48
198,Kirensk,57.7853,108.1119,-14.76,98,100,2.48,RU,2022-02-17 02:16:49
199,Lusambo,-4.9667,23.45,66.33,99,80,0.78,CD,2022-02-17 02:16:49
200,Tuktoyaktuk,69.4541,-133.0374,-25.33,99,64,9.55,CA,2022-02-17 02:12:36
201,Borisovka,50.6236,35.9903,33.94,97,100,14.27,RU,2022-02-17 02:16:50
202,Mandalgovi,45.7625,106.2708,6.8,55,80,14.81,MN,2022-02-17 02:16:50
203,Alofi,-19.0595,-169.9187,84.09,70,75,4.61,NU,2022-02-17 02:12:48
204,Port Alfred,-33.5906,26.891,64.74,82,9,14.23,ZA,2022-02-17 02:11:35
205,Takoradi,4.8845,-1.7554,79.16,88,60,5.79,GH,2022-02-17 02:16:51
206,Santiago Del Estero,-27.7951,-64.2615,85.21,48,82,4.16,AR,2022-02-17 02:16:51
207,Bluff,-46.6,168.3333,63.68,58,27,8.12,NZ,2022-02-17 02:11:33
208,Airai,-8.9266,125.4092,74.26,55,5,1.83,TL,2022-02-17 02:13:05
209,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.29,76,13,6.33,BR,2022-02-17 02:16:52
210,Bereda,43.2686,-7.5406,54.0,100,100,5.95,ES,2022-02-17 02:13:22
211,Khatanga,71.9667,102.5,-18.09,88,15,9.44,RU,2022-02-17 02:12:00
212,Forbes,-33.3833,148.0167,87.3,28,97,7.83,AU,2022-02-17 02:16:53
213,Dzilam Gonzalez,21.2833,-88.9333,75.02,78,30,6.73,MX,2022-02-17 02:16:54
214,Methoni,36.8197,21.7049,49.21,68,40,5.95,GR,2022-02-17 02:16:54
215,Chinhoyi,-17.3667,30.2,61.27,88,83,3.78,ZW,2022-02-17 02:16:54
216,Seminole,28.7086,-81.2081,70.05,84,100,8.05,US,2022-02-17 02:16:55
217,Kailua,21.4022,-157.7394,80.58,68,0,10.36,US,2022-02-17 02:13:19
218,Coquimbo,-29.9533,-71.3436,65.48,82,13,5.57,CL,2022-02-17 02:11:42
219,Raudeberg,61.9875,5.1352,35.2,94,100,3.38,NO,2022-02-17 02:16:56
220,Atuona,-9.8,-139.0333,77.43,78,20,13.69,PF,2022-02-17 02:11:55
221,Codrington,-38.2667,141.9667,66.72,59,90,13.2,AU,2022-02-17 02:12:21
222,Erdemli,36.605,34.3084,50.99,54,100,4.54,TR,2022-02-17 02:16:57
223,Vostok,46.4856,135.8833,6.28,87,100,4.61,RU,2022-02-17 02:16:57
224,Puerto Colombia,10.9878,-74.9547,80.69,78,100,29.33,CO,2022-02-17 02:16:58
225,Namanyere,-7.5167,31.05,59.58,97,100,5.14,TZ,2022-02-17 02:16:58
226,Ertil,51.8406,40.8056,32.09,93,100,12.59,RU,2022-02-17 02:16:59
227,Kaitangata,-46.2817,169.8464,66.92,71,2,7.85,NZ,2022-02-17 02:12:08
228,Todos Santos,23.45,-110.2167,73.99,79,2,9.86,MX,2022-02-17 02:16:59
229,Zhezkazgan,47.8043,67.7144,-5.82,77,40,6.71,KZ,2022-02-17 02:17:00
230,Bengkulu,-3.8004,102.2655,76.33,86,100,3.0,ID,2022-02-17 02:11:53
231,Bambous Virieux,-20.3428,57.7575,79.05,89,75,9.22,MU,2022-02-17 02:13:02
232,Zabid,14.1951,43.3152,74.39,82,50,4.85,YE,2022-02-17 02:17:01
233,Mpika,-11.8343,31.4529,61.23,99,100,4.92,ZM,2022-02-17 02:17:01
234,Mount Abu,24.6,72.7,51.84,29,2,4.07,IN,2022-02-17 02:17:02
235,Hondo,32.45,130.2,35.55,52,97,12.06,JP,2022-02-17 02:17:02
236,Eregli,37.5133,34.0467,25.39,70,100,2.13,TR,2022-02-17 02:17:03
237,Hanna,51.6334,-111.9018,21.22,87,99,4.38,CA,2022-02-17 02:15:25
238,Lianran,24.9227,102.485,54.14,40,0,7.78,CN,2022-02-17 02:17:03
239,Pimentel,-6.8367,-79.9342,70.77,83,99,12.93,PE,2022-02-17 02:17:04
240,Portlethen,57.0547,-2.1307,39.78,90,40,6.91,GB,2022-02-17 02:12:21
241,Kloulklubed,7.0419,134.2556,82.9,80,100,17.34,PW,2022-02-17 02:13:04
242,San Carlos De Bariloche,-41.1456,-71.3082,56.95,62,0,5.75,AR,2022-02-17 02:13:26
243,Hermanus,-34.4187,19.2345,59.9,71,0,11.81,ZA,2022-02-17 02:11:44
244,Broome,42.2506,-75.833,42.85,67,40,15.99,US,2022-02-17 02:13:56
245,Saint-Pierre,-21.3393,55.4781,78.48,78,0,17.27,RE,2022-02-17 02:12:25
246,Wanxian,30.8039,108.3897,46.89,76,100,7.56,CN,2022-02-17 02:17:05
247,Sur,22.5667,59.5289,69.04,55,0,7.99,OM,2022-02-17 02:14:32
248,Manga,11.6636,-1.0731,78.66,14,55,8.3,BF,2022-02-17 02:17:06
249,Nakamura,32.9833,132.9333,37.72,41,38,12.35,JP,2022-02-17 02:17:07
250,Los Llanos De Aridane,28.6585,-17.9182,60.55,74,100,11.01,ES,2022-02-17 02:14:20
251,Wamba,8.9333,8.6,73.8,23,96,3.94,NG,2022-02-17 02:17:07
252,Santa Cruz,-17.8,-63.1667,78.26,83,99,5.75,BO,2022-02-17 02:13:27
253,San Ramon De La Nueva Oran,-23.1322,-64.326,82.42,67,99,3.24,AR,2022-02-17 02:17:08
254,Beaverlodge,55.2166,-119.4361,6.15,98,100,3.56,CA,2022-02-17 02:17:09
255,Myrtle Beach,33.6891,-78.8867,60.03,77,100,10.36,US,2022-02-17 02:13:14
256,Matara,5.9485,80.5353,78.39,79,90,5.01,LK,2022-02-17 02:15:08
257,Girvan,55.2426,-4.8555,44.6,79,38,28.95,GB,2022-02-17 02:17:10
258,Juli,-16.2167,-69.45,44.31,85,35,6.17,PE,2022-02-17 02:17:10
259,Kenora,49.8167,-94.4337,-4.23,71,75,12.66,CA,2022-02-17 02:17:11
260,Cam Ranh,11.9214,109.1591,80.56,74,75,1.14,VN,2022-02-17 02:17:11
261,Wewak,-3.5534,143.6268,85.53,69,80,6.42,PG,2022-02-17 02:17:11
262,Sayyan,15.1718,44.3244,51.01,81,21,1.16,YE,2022-02-17 02:17:12
263,Iqaluit,63.7506,-68.5145,-20.31,75,100,0.0,CA,2022-02-17 02:12:25
264,Fairbanks,64.8378,-147.7164,2.82,76,100,8.05,US,2022-02-17 02:10:02
265,Nea Makri,38.0833,23.9833,53.65,92,75,2.3,GR,2022-02-17 02:17:13
266,Belfast,54.5833,-5.9333,42.62,75,20,19.57,GB,2022-02-17 02:17:13
267,Ereymentau,51.6199,73.1033,9.0,93,90,16.98,KZ,2022-02-17 02:17:14
268,Rossland,49.0831,-117.8022,27.32,96,31,2.28,CA,2022-02-17 02:17:14
269,Lazaro Cardenas,17.9583,-102.2,76.68,77,0,6.98,MX,2022-02-17 02:17:15
270,Reconquista,-29.15,-59.65,81.99,25,5,7.63,AR,2022-02-17 02:17:15
271,San Vicente,-26.6167,-54.1333,69.64,34,0,2.42,AR,2022-02-17 02:17:16
272,Denpasar,-8.65,115.2167,85.71,79,20,8.05,ID,2022-02-17 02:12:09
273,Padang,-0.9492,100.3543,77.05,70,100,7.27,ID,2022-02-17 02:11:34
274,Dingle,10.9995,122.6711,83.07,64,99,13.06,PH,2022-02-17 02:14:55
275,Palasa,18.7667,84.4167,70.54,62,4,3.22,IN,2022-02-17 02:17:17
276,Otavi,-19.65,17.3333,67.55,51,67,7.45,NA,2022-02-17 02:17:17
277,Norway,45.7869,-87.9037,28.89,69,75,16.11,US,2022-02-17 02:17:17
278,Eyl,7.9803,49.8164,69.03,70,42,8.28,SO,2022-02-17 02:17:18
279,Zhangye,38.9342,100.4517,21.09,52,99,12.3,CN,2022-02-17 02:13:33
280,Pangnirtung,66.1451,-65.7125,-30.32,90,66,5.77,CA,2022-02-17 02:12:28
281,Meulaboh,4.1363,96.1285,76.51,89,100,4.83,ID,2022-02-17 02:13:59
282,Longyearbyen,78.2186,15.6401,12.04,67,75,6.91,SJ,2022-02-17 02:12:08
283,Bani,18.2833,-70.3333,75.74,77,21,13.65,DO,2022-02-17 02:17:19
284,Lahij,13.1667,44.5833,67.35,81,3,2.48,YE,2022-02-17 02:17:19
285,Manicore,-5.8092,-61.3003,72.73,98,93,2.62,BR,2022-02-17 02:14:44
286,Hay River,60.8156,-115.7999,-20.49,98,54,6.31,CA,2022-02-17 02:12:55
287,Teeli,51.0333,90.2333,-3.21,85,100,1.07,RU,2022-02-17 02:17:20
288,Turayf,31.6725,38.6637,43.05,75,0,6.91,SA,2022-02-17 02:17:21
289,Bethel,41.3712,-73.414,42.94,86,0,7.0,US,2022-02-17 02:12:14
290,Tromso,69.6496,18.957,21.85,68,0,5.75,NO,2022-02-17 02:12:47
291,Brigantine,39.4101,-74.3646,46.02,84,0,9.22,US,2022-02-17 02:14:09
292,Sistranda,63.7256,8.834,29.89,77,100,5.91,NO,2022-02-17 02:13:12
293,Yarim,14.298,44.3779,50.74,91,14,2.21,YE,2022-02-17 02:17:22
294,Tiksi,71.6872,128.8694,-24.75,100,99,0.81,RU,2022-02-17 02:11:45
295,Gat,31.61,34.7642,50.4,75,91,4.23,IL,2022-02-17 02:17:23
296,Berlevag,70.8578,29.0864,24.4,73,98,9.93,NO,2022-02-17 02:13:24
297,Mantua,45.1667,10.7833,42.71,80,100,5.32,IT,2022-02-17 02:17:24
298,Arlit,18.7369,7.3853,71.53,11,0,7.43,NE,2022-02-17 02:12:45
299,Marsh Harbour,26.5412,-77.0636,72.52,80,71,23.98,BS,2022-02-17 02:17:24
300,Sinnamary,5.3833,-52.95,77.25,86,100,11.63,GF,2022-02-17 02:17:25
301,Tura,25.5198,90.2201,62.91,44,0,1.3,IN,2022-02-17 02:17:25
302,Bayji,34.9311,43.487,51.53,53,0,5.48,IQ,2022-02-17 02:17:26
303,Nanortalik,60.1432,-45.2371,9.99,70,100,30.0,GL,2022-02-17 02:13:07
304,Gizo,-8.103,156.8419,84.76,70,45,7.47,SB,2022-02-17 02:17:26
305,Tigzirt,36.8886,4.1198,52.03,66,99,8.86,DZ,2022-02-17 02:17:27
306,Sawtell,-30.3833,153.1,86.18,65,60,17.27,AU,2022-02-17 02:17:27
307,Imbituba,-28.24,-48.6703,73.29,87,15,6.29,BR,2022-02-17 02:15:05
308,Barrow,71.2906,-156.7887,-18.38,69,100,8.05,US,2022-02-17 02:12:39
309,Bowen,-20.0167,148.2333,82.6,74,93,14.52,AU,2022-02-17 02:17:28
310,Uchiza,-8.4592,-76.4633,70.84,95,64,1.7,PE,2022-02-17 02:17:29
311,Sungairaya,0.7,108.9,84.18,67,46,5.37,ID,2022-02-17 02:17:29
312,Adrar,20.5022,-10.0711,58.89,25,3,13.09,MR,2022-02-17 02:12:00
313,Kodiak,57.79,-152.4072,38.71,75,0,3.44,US,2022-02-17 02:09:33
314,Atar,20.5169,-13.0499,63.77,21,92,12.48,MR,2022-02-17 02:14:42
315,Boa Vista,2.8197,-60.6733,82.38,61,75,16.11,BR,2022-02-17 02:17:30
316,Kruisfontein,-34.0033,24.7314,58.89,78,58,7.2,ZA,2022-02-17 02:11:57
317,Mackay,-21.15,149.2,85.68,80,63,16.98,AU,2022-02-17 02:12:29
318,Saint Anthony,45.0205,-93.218,22.6,62,0,14.97,US,2022-02-17 02:15:04
319,Havoysund,70.9963,24.6622,22.08,84,100,13.18,NO,2022-02-17 02:17:31
320,Chuy,-33.6971,-53.4616,67.55,93,0,6.33,UY,2022-02-17 02:12:46
321,Baisha,26.5222,110.9311,44.29,96,100,3.22,CN,2022-02-17 02:17:32
322,Yulara,-25.2406,130.9889,91.24,31,0,11.5,AU,2022-02-17 02:13:06
323,Uige,-7.6087,15.0613,65.98,99,100,1.57,AO,2022-02-17 02:17:32
324,Ust-Ishim,57.6935,71.1665,11.03,96,100,7.83,RU,2022-02-17 02:17:33
325,Sosnovo-Ozerskoye,52.5249,111.5418,-7.67,94,100,6.78,RU,2022-02-17 02:17:33
326,Hlukhiv,51.6782,33.9162,33.28,98,100,11.61,UA,2022-02-17 02:17:34
327,Soja,34.6667,133.75,38.21,57,75,13.8,JP,2022-02-17 02:17:34
328,Camopi,3.1655,-52.3158,71.65,99,100,2.08,GF,2022-02-17 02:17:35
329,Pitimbu,-7.4706,-34.8086,79.39,72,11,8.68,BR,2022-02-17 02:17:35
330,Rio Verde De Mato Grosso,-18.9181,-54.8442,79.38,70,100,1.88,BR,2022-02-17 02:17:35
331,Aguimes,27.9054,-15.4461,59.67,77,20,16.11,ES,2022-02-17 02:14:09
332,Kutum,14.2,24.6667,56.8,20,15,5.73,SD,2022-02-17 02:14:18
333,Svetlogorsk,52.6333,29.7333,35.2,88,100,15.26,BY,2022-02-17 02:17:36
334,Deputatskiy,69.3,139.9,-24.68,99,35,1.68,RU,2022-02-17 02:17:37
335,Acarau,-2.8856,-40.12,78.37,79,100,8.05,BR,2022-02-17 02:17:37
336,Horsham,51.064,-0.3272,52.11,66,75,26.46,GB,2022-02-17 02:12:22
337,Puerto Del Rosario,28.5004,-13.8627,64.15,88,0,11.5,ES,2022-02-17 02:12:43
338,Pipri,19.8,75.5333,69.75,35,99,5.95,IN,2022-02-17 02:15:13
339,Belmonte,-15.8631,-38.8828,81.1,84,93,5.28,BR,2022-02-17 02:17:38
340,Acapulco,16.8634,-99.8901,80.42,78,0,8.05,MX,2022-02-17 02:13:10
341,Port Augusta,-32.5,137.7667,77.7,46,51,15.77,AU,2022-02-17 02:12:11
342,Hervey Bay,-25.2986,152.8535,84.31,68,84,8.01,AU,2022-02-17 02:17:39
343,Muyezerskiy,63.9333,31.65,27.18,95,100,10.07,RU,2022-02-17 02:17:40
344,Leeuwarden,53.2014,5.8086,50.04,75,98,35.68,NL,2022-02-17 02:17:40
345,Cidreira,-30.1811,-50.2056,73.22,81,0,15.7,BR,2022-02-17 02:12:09
346,Merritt Island,28.5392,-80.672,71.98,77,20,12.66,US,2022-02-17 02:17:41
347,Ahipara,-35.1667,173.1667,70.03,61,100,1.95,NZ,2022-02-17 02:15:16
348,Skegness,53.1436,0.3363,48.49,68,35,34.07,GB,2022-02-17 02:17:42
349,Cavarzere,45.1356,12.0817,44.2,87,99,5.26,IT,2022-02-17 02:17:42
350,Lensk,60.7253,114.9278,-16.91,97,68,0.72,RU,2022-02-17 02:17:43
351,Sao Borja,-28.6606,-56.0044,76.95,26,0,5.21,BR,2022-02-17 02:17:43
352,Hasaki,35.7333,140.8333,46.29,27,35,21.9,JP,2022-02-17 02:13:11
353,Boende,-0.2167,20.8667,71.64,89,98,2.28,CD,2022-02-17 02:17:44
354,Provideniya,64.3833,-173.3,6.91,61,0,24.61,RU,2022-02-17 02:11:49
355,Lorengau,-2.0226,147.2712,85.98,64,92,4.94,PG,2022-02-17 02:14:17
356,Hambantota,6.1241,81.1185,76.32,70,100,7.54,LK,2022-02-17 02:12:19
357,Awjilah,29.1081,21.2869,57.22,80,100,13.53,LY,2022-02-17 02:17:45
358,Russell,32.3502,-85.1999,63.63,76,75,0.0,US,2022-02-17 02:17:45
359,Tautira,-17.7333,-149.15,80.62,74,25,16.69,PF,2022-02-17 02:17:46
360,Ghoti,19.7168,73.6245,62.02,60,0,3.0,IN,2022-02-17 02:17:47
361,Cacapava Do Sul,-30.5122,-53.4914,65.23,68,0,3.38,BR,2022-02-17 02:17:47
362,Geraldton,-28.7667,114.6,99.01,12,0,23.02,AU,2022-02-17 02:12:47
363,Ripoll,42.2006,2.1903,47.14,83,72,1.99,ES,2022-02-17 02:17:48
364,Tadine,-21.55,167.8833,81.14,83,100,11.9,NC,2022-02-17 02:17:48
365,Nizhneangarsk,55.7833,109.55,-6.99,74,42,2.19,RU,2022-02-17 02:17:49
366,Roma,43.2128,-75.4557,45.43,58,100,9.22,US,2022-02-17 02:15:20
367,Najran,17.4924,44.1277,56.17,27,0,1.97,SA,2022-02-17 02:13:28
368,Derzhavinsk,51.1,66.3167,16.61,94,100,13.67,KZ,2022-02-17 02:17:49
369,Soyo,-6.1349,12.3689,78.96,84,78,1.21,AO,2022-02-17 02:14:42
370,Markova,48.6758,24.4138,39.45,79,90,15.64,UA,2022-02-17 02:17:50
371,Birjand,32.8663,59.2211,30.67,51,0,0.0,IR,2022-02-17 02:17:51
372,Belvidere,42.2639,-88.8443,50.09,95,100,14.18,US,2022-02-17 02:17:51
373,Singarayakonda,15.25,80.0333,74.32,69,96,3.18,IN,2022-02-17 02:17:52
374,Sao Filipe,14.8961,-24.4956,73.04,66,98,10.54,CV,2022-02-17 02:13:05
375,Jaque,7.5175,-78.1703,78.01,81,100,8.05,PA,2022-02-17 02:17:52
376,Sulangan,11.1373,123.7228,80.04,69,100,8.9,PH,2022-02-17 02:17:53
377,Long Beach,33.767,-118.1892,60.42,78,0,6.91,US,2022-02-17 02:17:40
378,Vardo,70.3705,31.1107,28.42,62,100,10.98,NO,2022-02-17 02:17:53
379,Dodge City,37.7528,-100.0171,39.63,57,0,21.0,US,2022-02-17 02:17:54
380,Shakawe,-18.3667,21.85,66.54,66,9,3.38,BW,2022-02-17 02:17:54
381,Xuddur,4.1213,43.8894,67.6,83,23,12.64,SO,2022-02-17 02:17:54
382,Bagdarin,54.4333,113.6,-6.88,91,82,1.41,RU,2022-02-17 02:17:55
383,Vestmanna,62.1564,-7.1664,34.72,69,75,11.5,FO,2022-02-17 02:17:55
384,College,64.8569,-147.8028,2.8,76,75,8.05,US,2022-02-17 02:13:31
385,Arman,59.7,150.1667,3.65,72,21,12.8,RU,2022-02-17 02:17:56
386,Poum,-20.2333,164.0167,82.99,75,66,13.18,NC,2022-02-17 02:17:56
387,Rosetta,31.4044,30.4164,53.29,77,100,3.6,EG,2022-02-17 02:13:27
388,Porto Nacional,-10.7081,-48.4172,77.0,96,100,0.72,BR,2022-02-17 02:17:57
389,Makinsk,52.6292,70.4169,6.75,96,95,12.84,KZ,2022-02-17 02:17:58
390,Strumica,41.4375,22.6433,47.64,90,100,2.51,MK,2022-02-17 02:17:58
391,Ribeira Grande,38.5167,-28.7,63.05,76,100,20.51,PT,2022-02-17 02:12:42
392,Ligaya,12.6599,120.8923,85.21,58,99,1.74,PH,2022-02-17 02:17:59
393,San Sebastian,43.3128,-1.975,58.84,78,100,10.36,ES,2022-02-17 02:18:00
394,Potsdam,52.3989,13.0657,49.86,84,100,22.39,DE,2022-02-17 02:18:00
395,Clyde River,70.4692,-68.5914,-35.86,81,16,3.06,CA,2022-02-17 02:12:53
396,Maloma,15.1135,120.0639,84.22,62,75,8.66,PH,2022-02-17 02:18:01
397,Malkangiri,18.35,81.9,66.29,55,6,2.46,IN,2022-02-17 02:18:01
398,Vila Franca Do Campo,37.7167,-25.4333,62.2,89,92,10.96,PT,2022-02-17 02:18:01
399,Phuthaditjhaba,-28.5242,28.8158,56.14,96,24,4.23,ZA,2022-02-17 02:18:02
400,Suntar,62.1444,117.6319,-21.78,98,92,0.78,RU,2022-02-17 02:18:02
401,Petatlan,17.5167,-101.2667,74.21,83,0,3.62,MX,2022-02-17 02:18:03
402,Igarka,67.4667,86.5833,-8.7,98,93,9.64,RU,2022-02-17 02:18:04
403,Ostrovnoy,68.0531,39.5131,7.43,97,94,6.62,RU,2022-02-17 02:13:46
404,Tocopilla,-22.092,-70.1979,69.13,81,50,6.96,CL,2022-02-17 02:12:20
405,Grand Gaube,-20.0064,57.6608,79.2,83,99,3.0,MU,2022-02-17 02:18:04
406,Warwick,41.7001,-71.4162,46.35,91,100,20.71,US,2022-02-17 02:18:05
407,Rigaud,45.4793,-74.3024,39.85,76,100,22.06,CA,2022-02-17 02:13:33
408,San Martin,-33.081,-68.4681,81.14,19,0,11.65,AR,2022-02-17 02:18:05
409,Kudahuvadhoo,2.6708,72.8944,81.23,71,90,9.69,MV,2022-02-17 02:18:06
410,Jaicos,-7.3592,-41.1378,77.29,62,84,2.51,BR,2022-02-17 02:18:06
411,Craig,40.5153,-107.5464,27.36,80,100,5.75,US,2022-02-17 02:18:07
412,Patiya,22.2931,91.9762,64.35,72,0,0.0,BD,2022-02-17 02:18:07
413,Namibe,-15.1961,12.1522,73.72,85,100,4.27,AO,2022-02-17 02:14:11
414,Bundaberg,-24.85,152.35,84.49,58,75,12.66,AU,2022-02-17 02:18:08
415,Hofn,64.2539,-15.2082,30.25,70,100,19.51,IS,2022-02-17 02:13:52
416,Tuatapere,-46.1333,167.6833,73.56,39,100,0.96,NZ,2022-02-17 02:15:06
417,Owando,-0.4819,15.8999,71.87,92,94,3.24,CG,2022-02-17 02:18:09
418,Rasht,37.2808,49.5832,44.42,100,100,0.0,IR,2022-02-17 02:18:09
